EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,SupervisorID,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
1001,Susan,Exantus,2009-11-04,,Software Engineer,Kane Mcfarland,2230,susan.exantus@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Software Engineering,Software Engineering,1957-09-21,MA,Female,US-MA-03,Black,Married,Fully Meets,3
1002,Sandra,Martin,2017-02-01,2023-09-14,Software Engineer,Elisabeth Bradley,2566,sandra.martin@bilearner.com,NEL,Retired,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1956-02-04,MA,Female,US-MA-01,Asian,Widowed,Fully Meets,3
1003,Keyla,Del Bosque,2006-10-07,2008-02-01,Software Engineer,Ariana Strickland,2294,keyla.del bosque@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1973-11-23,MA,Female,US-MA-02,White,Married,Fully Meets,3
1004,Andrew,Szabo,2020-07-17,2021-08-15,Software Engineer,Amiyah Sims,1341,andrew.szabo@bilearner.com,PYZ,Retired,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1957-01-27,MA,Male,US-MA-03,Black,Single,Fully Meets,3
1005,Luke,Patronick,2006-03-08,,Software Engineer,Terrell Guerra,2395,luke.patronick@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Software Engineering,Software Engineering,1970-07-28,MA,Male,US-MA-01,Black,Divorced,Fully Meets,3
1006,Colby,Andreola,2010-12-24,2014-11-26,Software Engineer,Elisabeth Bradley,2566,colby.andreola@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1959-02-19,MA,Female,US-MA-02,White,Widowed,Fully Meets,4
1007,Edward,TRUE,2020-05-25,2026-05-01,Software Engineer,Amiyah Sims,1341,edward.true@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,2000-03-18,MA,Male,US-MA-03,Black,Widowed,Fully Meets,3
1008,Judith,Carabbio,2026-02-13,2026-05-23,Software Engineer,Elisabeth Bradley,2566,judith.carabbio@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1981-12-21,MA,Female,US-MA-01,Hispanic,Married,Fully Meets,3
1009,Adell,Saada,2010-04-25,2018-04-04,Software Engineer,Ariel Cervantes,2322,adell.saada@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1987-03-01,MA,Female,US-MA-02,Other,Single,Fully Meets,3
1010,Kamari,Hunter,2004-03-26,2004-10-16,Software Engineer,David Kirk,2729,kamari.hunter@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1945-05-19,MA,Male,US-MA-03,Hispanic,Divorced,Fully Meets,3
1011,Sarah,Malone,2018-12-01,2022-06-17,Software Engineer,Elisabeth Bradley,2566,sarah.malone@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1993-04-04,MA,Male,US-MA-01,Hispanic,Married,Fully Meets,3
1012,Skyler,Blackwell,2008-06-18,2009-09-07,Software Engineer,Eden Choi,2568,skyler.blackwell@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1978-10-03,MA,Male,US-MA-02,White,Single,Fully Meets,3
1013,Jasmin,Shah,2008-06-21,,Software Engineer,Trey Johnston,2506,jasmin.shah@bilearner.com,PYZ,Active,Full-Time,Zone A,Full-Time,Software Engineering,Software Engineering,1974-11-19,MA,Male,US-MA-03,Asian,Single,Fully Meets,3
1014,Kole,Quinn,2025-05-01,2026-01-23,Shared Services Manager,Tucker Haas,2461,kole.quinn@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,2003-06-05,MA,Male,US-MA-01,Other,Single,Fully Meets,3
1015,Ansley,Jackson,2025-05-11,,Shared Services Manager,Isai Alvarado,1061,ansley.jackson@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1961-12-04,MA,Female,US-MA-02,White,Married,Fully Meets,3
1016,Jayda,Reese,2014-08-05,2018-03-25,Senior BI Developer,Chandler Reynolds,2533,jayda.reese@bilearner.com,PL,Terminated for Cause,Full-Time,Zone B,Full-Time,IT/IS,Data & Analytics,1956-03-08,MA,Female,US-MA-03,White,Single,Fully Meets,3
1017,Julien,Whitehead,2026-01-31,2026-05-24,Senior BI Developer,Deven Huff,2546,julien.whitehead@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone B,Temporary,IT/IS,Data & Analytics,2000-11-07,MA,Female,US-MA-01,Black,Single,Fully Meets,4
1018,Alan,Haynes,2019-04-13,2025-02-24,Senior BI Developer,Vanessa Zuniga,2504,alan.haynes@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,IT/IS,Data & Analytics,1995-08-15,MA,Female,US-MA-02,White,Married,Fully Meets,3
1019,Kamryn,Herrera,2016-08-04,2018-01-19,Software Engineer,Amiyah Sims,1341,kamryn.herrera@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1978-11-28,MA,Male,US-MA-03,Hispanic,Widowed,Fully Meets,3
1020,Kelvin,Foster,2002-05-29,2003-01-27,Software Engineer,Marlon Stanton,2304,kelvin.foster@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1964-05-16,MA,Female,US-MA-01,Black,Widowed,Fully Meets,3
1021,Joe,Fletcher,2019-01-06,2024-01-14,Software Engineer,Precious Roth,3965,joe.fletcher@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1989-01-25,MA,Male,US-MA-02,Hispanic,Single,Fully Meets,3
1022,Frederick,Howe,2018-04-30,,Software Engineer,Amiyah Sims,1341,frederick.howe@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1962-06-11,MA,Male,US-MA-03,Black,Divorced,Fully Meets,4
1023,Nickolas,Davila,2015-03-30,2018-04-15,Shared Services Manager,Shyanne Stark,1044,nickolas.davila@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1992-04-05,MA,Male,US-MA-01,Hispanic,Divorced,Fully Meets,3
1024,Kasey,Boyer,2007-01-29,2008-05-08,Shared Services Manager,Isai Alvarado,1061,kasey.boyer@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1987-03-30,MA,Female,US-MA-02,Other,Divorced,Fully Meets,3
1025,Giovanni,Jenkins,2007-08-10,2008-03-07,Senior BI Developer,Eden Choi,2568,giovanni.jenkins@bilearner.com,PL,Terminated for Cause,Full-Time,Zone B,Full-Time,IT/IS,Data & Analytics,1960-11-13,MA,Female,US-MA-03,Other,Divorced,Fully Meets,4
1026,Alexis,Moss,2013-11-05,2016-07-31,Senior BI Developer,Odin Key,2545,alexis.moss@bilearner.com,BPC,Retired,Full-Time,Zone B,Full-Time,IT/IS,Data & Analytics,1950-11-07,MA,Female,US-MA-01,Other,Widowed,Fully Meets,3
1027,Joanna,Murphy,2009-03-29,2019-04-09,Senior BI Developer,Peter Monroe,2483,joanna.murphy@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,IT/IS,Data & Analytics,1962-12-21,MA,Male,US-MA-02,Other,Single,Fully Meets,3
1028,Joseph,Schmidt,2022-08-24,2024-03-01,Software Engineer,Amiyah Sims,1341,joseph.schmidt@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,2000-10-22,MA,Male,US-MA-03,Asian,Single,Fully Meets,4
1029,Brittany,Hurley,2012-10-06,,Software Engineer,Elisabeth Bradley,2566,brittany.hurley@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1979-06-01,MA,Female,US-MA-01,Asian,Divorced,Fully Meets,4
1030,Niko,Hamilton,2012-09-13,,Software Engineer,Elisabeth Bradley,2566,niko.hamilton@bilearner.com,TNS,Active,Contract,Zone B,Temporary,Software Engineering,Software Engineering,1983-04-16,MA,Male,US-MA-02,Black,Single,Fully Meets,3
1031,Ruben,Martinez,2004-07-21,,Software Engineer,Ariel Cervantes,2322,ruben.martinez@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Software Engineering,Software Engineering,1972-10-29,MA,Male,US-MA-03,White,Widowed,Fully Meets,3
1032,Kiley,Haynes,2019-06-30,2020-06-20,Software Engineer,Elisabeth Bradley,2566,kiley.haynes@bilearner.com,PYZ,Retired,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1954-07-01,MA,Male,US-MA-01,Asian,Widowed,Fully Meets,3
1033,Blaine,Brooks,2019-03-09,,Shared Services Manager,Shyanne Stark,1044,blaine.brooks@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1997-03-28,MA,Male,US-MA-02,Other,Single,Fully Meets,3
1034,Dennis,Livingston,2026-04-16,,Shared Services Manager,Taylor Gamble,1090,dennis.livingston@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1977-12-08,MA,Female,US-MA-03,Black,Single,Fully Meets,3
1035,Case,Russell,2016-11-07,,Senior BI Developer,Ashly Mullen,2561,case.russell@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,IT/IS,Data & Analytics,1979-02-16,MA,Female,US-MA-01,Asian,Divorced,Fully Meets,3
1036,Kody,Jimenez,2024-08-30,2026-04-13,Senior BI Developer,Carlos Mccoy,2274,kody.jimenez@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone B,Full-Time,IT/IS,Data & Analytics,1993-08-08,MA,Male,US-MA-02,Asian,Single,Fully Meets,3
1037,Zoe,Colon,2007-05-30,2008-07-24,Software Engineer,Graham Villa,2489,zoe.colon@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1977-11-06,MA,Male,US-MA-03,Other,Widowed,Fully Meets,4
1038,Courtney,Cowan,2021-08-03,,Software Engineer,Elisabeth Bradley,2566,courtney.cowan@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Software Engineering,Software Engineering,1971-05-04,MA,Male,US-MA-01,Hispanic,Married,Fully Meets,3
1039,Nolan,Perez,2011-07-25,2012-05-04,Software Engineer,Elisabeth Bradley,2566,nolan.perez@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1982-11-17,MA,Female,US-MA-02,Other,Widowed,Fully Meets,3
1040,Katrina,Farrell,2007-01-06,2008-05-29,Software Engineer,Walter Immediato,2279,katrina.farrell@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1972-04-25,MA,Male,US-MA-03,White,Divorced,Fully Meets,3
1041,Camden,Kelly,2001-05-08,2002-11-04,Software Engineer,Marlon Stanton,2304,camden.kelly@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1976-11-04,MA,Male,US-MA-01,White,Single,Fully Meets,3
1042,Milo,Hood,2018-01-01,,Software Engineer,Precious Roth,3965,milo.hood@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Software Engineering,Software Engineering,1959-09-08,MA,Male,US-MA-02,Black,Widowed,Fully Meets,4
1043,Kale,Lang,2020-12-06,2022-04-25,Shared Services Manager,Brandon R LeBlanc,2289,kale.lang@bilearner.com,WBL,Retired,Part-Time,Zone B,Part-Time,Admin Offices,Corporate Services,1955-12-16,MA,Female,US-MA-03,White,Married,Fully Meets,3
1044,Shyanne,Stark,2006-11-06,,Shared Services Manager,Isai Alvarado,1061,shyanne.stark@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Admin Offices,Corporate Services,1980-11-17,MA,Female,US-MA-01,Hispanic,Divorced,Fully Meets,3
1045,Elliott,Ashley,2020-10-31,2021-12-15,Senior BI Developer,Chandler Reynolds,2533,elliott.ashley@bilearner.com,PL,Terminated for Cause,Full-Time,Zone B,Full-Time,IT/IS,Data & Analytics,1963-06-10,MA,Female,US-MA-02,Black,Single,Fully Meets,3
1046,Genesis,Todd,2005-08-25,2007-07-19,Software Engineer,Teagan Fletcher,2440,genesis.todd@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1962-11-17,MA,Male,US-MA-03,White,Single,Fully Meets,3
1047,Sincere,Jimenez,2026-03-08,,Software Engineer,Elisabeth Bradley,2566,sincere.jimenez@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,2002-10-10,MA,Female,US-MA-01,Hispanic,Single,Fully Meets,3
1048,Stephen,Daugherty,2012-07-29,,Software Engineer,Elisabeth Bradley,2566,stephen.daugherty@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1988-04-15,MA,Male,US-MA-02,Asian,Widowed,Fully Meets,3
1049,Demarion,Morrow,2009-06-11,2018-11-08,Software Engineer,Trey Johnston,2506,demarion.morrow@bilearner.com,MSC,Retired,Part-Time,Zone B,Part-Time,Software Engineering,Software Engineering,1954-09-26,MA,Male,US-MA-03,White,Married,Fully Meets,3
1050,Steven,Schneider,2012-04-01,,Software Engineer,Elisabeth Bradley,2566,steven.schneider@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1993-07-04,MA,Male,US-MA-01,Black,Widowed,Fully Meets,3
1051,Devon,Hinton,2015-08-22,2017-05-21,Software Engineer,Precious Roth,3965,devon.hinton@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1981-04-29,MA,Male,US-MA-02,White,Divorced,Fully Meets,3
1052,Jacquelyn,Johns,2004-06-05,2005-07-27,Shared Services Manager,Mary Moore,2622,jacquelyn.johns@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1980-06-21,MA,Female,US-MA-03,Hispanic,Single,Fully Meets,3
1053,Blaine,Keith,2018-03-08,2021-05-08,Shared Services Manager,Shyanne Stark,1044,blaine.keith@bilearner.com,NEL,Retired,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1958-04-20,MA,Female,US-MA-01,Hispanic,Divorced,Fully Meets,3
1054,Phillip,Salazar,2023-08-15,,Software Engineer,Precious Roth,3965,phillip.salazar@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1993-05-10,MA,Male,US-MA-02,White,Single,Fully Meets,3
1055,Chaz,Webb,2019-08-14,,Software Engineer,Amiyah Sims,1341,chaz.webb@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1995-11-24,MA,Female,US-MA-03,White,Widowed,Fully Meets,3
1056,Desmond,Anderson,2006-08-14,,Software Engineer,Marlon Ford,3532,desmond.anderson@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Software Engineering,Software Engineering,1971-04-04,MA,Male,US-MA-01,Hispanic,Widowed,Fully Meets,4
1057,Sophie,Decker,2010-02-14,,Software Engineer,Yesenia Payne,2598,sophie.decker@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Software Engineering,Software Engineering,1988-10-19,MA,Male,US-MA-02,Asian,Widowed,Fully Meets,3
1058,Lena,Bryan,2002-05-30,,Software Engineer,Marlon Stanton,2304,lena.bryan@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,Software Engineering,Software Engineering,1967-07-12,MA,Male,US-MA-03,Hispanic,Married,Fully Meets,3
1059,Kelsie,Mccormick,2024-12-31,,Software Engineer,Elisabeth Bradley,2566,kelsie.mccormick@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1974-05-23,MA,Female,US-MA-01,Asian,Widowed,Fully Meets,4
1060,Frida,Livingston,2023-04-27,2025-06-23,Shared Services Manager,Abdullah Frederick,1080,frida.livingston@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1976-02-05,MA,Female,US-MA-02,Black,Single,Fully Meets,4
1061,Isai,Alvarado,2004-07-21,,Shared Services Manager,Harley Greer,2745,isai.alvarado@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Admin Offices,Corporate Services,1974-04-19,MA,Female,US-MA-03,Other,Single,Fully Meets,3
1062,Travis,Vasquez,2006-09-03,2009-09-29,Software Engineer,Peter Monroe,2483,travis.vasquez@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone B,Temporary,Software Engineering,Software Engineering,1969-11-03,MA,Male,US-MA-01,Hispanic,Married,Fully Meets,4
1063,Jazlene,Maynard,2012-02-16,,Software Engineer,Elisabeth Bradley,2566,jazlene.maynard@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1976-10-07,MA,Female,US-MA-02,Black,Single,Fully Meets,3
1064,Wyatt,Donovan,2008-08-08,2009-03-27,Software Engineer,Teagan Fletcher,2440,wyatt.donovan@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1987-02-24,MA,Male,US-MA-03,White,Divorced,Fully Meets,3
1065,Nathaly,Cooper,2021-01-18,,Software Engineer,Elisabeth Bradley,2566,nathaly.cooper@bilearner.com,EW,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1995-06-26,MA,Male,US-MA-01,Other,Widowed,Fully Meets,3
1066,Gage,Weeks,2024-04-02,2025-09-08,Software Engineer,Precious Roth,3965,gage.weeks@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1981-04-23,MA,Male,US-MA-02,Hispanic,Single,Fully Meets,3
1067,Gavin,Frye,2006-10-25,,Software Engineer,Carla Willis,2251,gavin.frye@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Software Engineering,Software Engineering,1960-07-02,MA,Female,US-MA-03,White,Married,Fully Meets,4
1068,Amber,Ross,2015-01-29,,Software Engineer,Elisabeth Bradley,2566,amber.ross@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1986-07-19,MA,Female,US-MA-01,Black,Widowed,Fully Meets,3
1069,Wyatt,Edwards,2019-08-03,2020-10-14,Shared Services Manager,Shyanne Stark,1044,wyatt.edwards@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1975-09-13,MA,Female,US-MA-02,Other,Widowed,Fully Meets,3
1070,Karla,Reed,2022-07-24,2024-02-16,Shared Services Manager,Taylor Gamble,1090,karla.reed@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1998-11-04,MA,Male,US-MA-03,Black,Married,Fully Meets,3
1071,Yadira,Mcmillan,2015-12-10,2016-03-26,Software Engineer,Precious Roth,3965,yadira.mcmillan@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1968-06-23,MA,Male,US-MA-01,Black,Married,Fully Meets,3
1072,Fernando,Mcconnell,2019-03-21,,Software Engineer,Precious Roth,3965,fernando.mcconnell@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1977-01-20,MA,Female,US-MA-02,Asian,Widowed,Fully Meets,3
1073,Sean,Bean,2016-04-30,,Software Engineer,Amiyah Sims,1341,sean.bean@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1997-03-29,MA,Male,US-MA-03,White,Single,Fully Meets,3
1074,Lilianna,Mccall,2018-01-20,2018-03-19,Software Engineer,Elisabeth Bradley,2566,lilianna.mccall@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1983-07-08,MA,Male,US-MA-01,Asian,Divorced,Fully Meets,4
1075,Salvador,Thomas,2022-03-02,2023-01-02,Software Engineer,Precious Roth,3965,salvador.thomas@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1968-04-23,MA,Male,US-MA-02,Asian,Married,Fully Meets,3
1076,Jair,Silva,2016-02-24,2019-03-08,Software Engineer,Elisabeth Bradley,2566,jair.silva@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1968-07-27,MA,Female,US-MA-03,White,Widowed,Fully Meets,3
1077,Derek,Moreno,2021-08-06,,Software Engineer,Elisabeth Bradley,2566,derek.moreno@bilearner.com,TNS,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1992-05-10,MA,Female,US-MA-01,Black,Single,Fully Meets,4
1078,Litzy,Conner,2012-08-28,2017-02-04,Software Engineer,Elisabeth Bradley,2566,litzy.conner@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone B,Temporary,Software Engineering,Software Engineering,1955-04-12,MA,Female,US-MA-02,Asian,Divorced,Fully Meets,4
1079,Joanna,Burnett,2023-10-05,2024-07-10,Shared Services Manager,Shyanne Stark,1044,joanna.burnett@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,2000-04-11,MA,Female,US-MA-03,Hispanic,Divorced,Fully Meets,3
1080,Abdullah,Frederick,2016-11-22,,Shared Services Manager,Isai Alvarado,1061,abdullah.frederick@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1988-08-04,MA,Male,US-MA-01,Black,Widowed,Fully Meets,3
1081,Armani,Porter,2020-04-21,2022-05-22,Software Engineer,Precious Roth,3965,armani.porter@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1965-08-24,MA,Male,US-MA-02,Asian,Divorced,Fully Meets,3
1082,Taylor,Sanders,2016-08-22,2018-04-09,Software Engineer,Amiyah Sims,1341,taylor.sanders@bilearner.com,MSC,Terminated for Cause,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1976-03-03,MA,Male,US-MA-03,Other,Married,Fully Meets,3
1083,Iliana,Randall,2002-06-18,,Software Engineer,Axel Howe,3456,iliana.randall@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Software Engineering,Software Engineering,1963-01-09,MA,Female,US-MA-01,Asian,Divorced,Fully Meets,3
1084,Luke,Henderson,2018-04-29,,Software Engineer,Precious Roth,3965,luke.henderson@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1989-08-12,MA,Male,US-MA-02,White,Single,Fully Meets,3
1085,Madelyn,Lambert,2016-03-28,,Software Engineer,Precious Roth,3965,madelyn.lambert@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Software Engineering,Software Engineering,1983-12-04,MA,Male,US-MA-03,Other,Divorced,Fully Meets,4
1086,Ava,Pace,2012-01-29,2013-08-15,Software Engineer,Elisabeth Bradley,2566,ava.pace@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1973-07-30,MA,Female,US-MA-01,Black,Single,Fully Meets,3
1087,Delaney,Bruce,2021-02-24,2023-06-05,Software Engineer,Precious Roth,3965,delaney.bruce@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1974-08-05,MA,Female,US-MA-02,Other,Married,Fully Meets,3
1088,Jair,Bullock,2009-02-02,2013-04-09,Software Engineer,Ryann Rubio,3545,jair.bullock@bilearner.com,WBL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1963-05-02,MA,Female,US-MA-03,White,Widowed,Fully Meets,4
1089,Kayla,Farrell,2024-06-01,2026-02-15,Software Engineer,Elisabeth Bradley,2566,kayla.farrell@bilearner.com,BPC,Terminated for Cause,Full-Time,Zone B,Full-Time,Software Engineering,Software Engineering,1991-01-01,MA,Female,US-MA-01,Black,Married,Fully Meets,3
1090,Taylor,Gamble,2015-11-11,,Shared Services Manager,Isai Alvarado,1061,taylor.gamble@bilearner.com,CCDR,Active,Full-Time,Zone B,Full-Time,Admin Offices,Corporate Services,1965-08-28,MA,Female,US-MA-02,Black,Divorced,Fully Meets,4
1091,Carl,Desimone,2022-06-05,2026-04-19,Production Technician I,Jonathan Hogland,2292,carl.desimone@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Production,Production Operations,1986-08-26,MA,Male,US-MA-03,Asian,Single,Fully Meets,3
1092,Sophia,Theamstern,2018-03-31,,Production Technician I,Elijiah Gray,2281,sophia.theamstern@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Production,Production Operations,1970-01-27,MA,Female,US-MA-01,Hispanic,Divorced,Fully Meets,4
1093,Kara,Harrison,2006-09-14,,Production Technician I,Trey Johnston,2506,kara.harrison@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Production,Production Operations,1979-04-26,MA,Female,US-MA-02,Asian,Widowed,Fully Meets,3
1094,Ming,Huynh,2020-12-17,,Production Technician II,Jaydan Hoffman,2317,ming.huynh@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Production,Production Operations,1994-03-18,MA,Female,US-MA-03,Other,Single,Fully Meets,3
1095,Karen,Mancuso,2013-01-15,,Production Technician II,Ally Brennan,2516,karen.mancuso@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Production,Production Operations,1973-05-04,MA,Female,US-MA-01,Hispanic,Divorced,Fully Meets,3
1096,Linda,Anderson,2022-06-29,2024-09-21,Production Technician I,Jakob Luna,2455,linda.anderson@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone C,Full-Time,Production,Production Operations,1973-01-11,MA,Female,US-MA-02,Asian,Married,Fully Meets,3
1097,Nilson,Fernandes,2025-03-27,2026-02-11,Production Technician I,Leland Chang,2416,nilson.fernandes@bilearner.com,SVG,Terminated for Cause,Full-Time,Zone C,Full-Time,Production,Production Operations,1999-08-02,MA,Male,US-MA-03,Hispanic,Divorced,Fully Meets,3
1098,Alain,Robinson,2010-11-17,2012-04-24,Production Technician I,Michael Albert,2275,alain.robinson@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Production,Production Operations,1985-06-23,MA,Male,US-MA-01,Asian,Widowed,Fully Meets,3
1099,Seffi,Shields,2017-05-22,2018-02-22,Production Technician I,Elisa Bramante,2291,seffi.shields@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Production,Production Operations,1971-12-24,MA,Female,US-MA-02,Other,Single,Fully Meets,3
1100,Horia,Ndzi,2021-08-14,,Production Technician I,Terry Gay,2298,horia.ndzi@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,Production,Production Operations,1964-05-10,MA,Male,US-MA-03,White,Divorced,Fully Meets,3
1101,Evelyn,Girifalco,2017-11-15,,Production Technician I,Heath Romero,2381,evelyn.girifalco@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Production,Production Operations,1967-01-26,MA,Female,US-MA-01,White,Widowed,Fully Meets,3
